monitor_point_code,monitor_point_name,province_name,city_name,county_name,monitor_point_type,scale,warning_level,longitude,latitude,threaten_population,threaten_residents,threaten_assets,avg_slope,lithology,induce_factors,current_status,is_hidden_danger
632123010201,乐都区寿乐镇白崖滑坡（潜滑）LD52,青海省,海东市,乐都区,滑坡,未分级,未定级,102.479444,36.568056,91.0,29.0,290.0,,,"降雨,人为因素,地震",,0
632123010216,蒲台乡候白家村潜在滑坡(LD08),青海省,海东市,乐都区,滑坡,未分级,黄色,102.501797,36.395611,56.0,0.0,210.0,,,"降雨,地震,人为因素",,0
632123010229,蒲台乡小甘沟村碱滩滑坡（LD07）,青海省,海东市,乐都区,滑坡,未分级,蓝色,102.400906,36.357031,45.0,0.0,145.0,,,"地震,降雨,人为因素",,0
632123010230,蒲台乡西沟村介沟滑坡(LD04),青海省,海东市,乐都区,滑坡,未分级,黄色,102.407417,36.311167,35.0,0.0,90.0,,,"地震,降雨,人为因素",,0
632123010239,蒲台乡头庄三社不稳定斜坡（LD25）,青海省,海东市,乐都区,滑坡,小,未定级,102.42685,36.307111,56.0,15.0,150.0,,,"降雨,人为因素",,0
632123010245,蒲台乡西沟乱山滑坡（LD27）,青海省,海东市,乐都区,滑坡,小,未定级,102.448806,36.318833,38.0,9.0,130.0,,,"降雨,人为因素",,0
632123010246,蒲台乡大麦沟滑坡（LD03）,青海省,海东市,乐都区,滑坡,未分级,蓝色,102.412078,36.289753,32.0,0.0,150.0,,,"地震,降雨,人为因素",,0
632123010248,蒲台乡郭家村二社滑坡(LD05),青海省,海东市,乐都区,滑坡,未分级,橙色,102.396861,36.3045,28.0,0.0,75.0,,,"地震,降雨,人为因素",,0
632123010249,蒲台乡郭家阳山滑坡（LD26）,青海省,海东市,乐都区,滑坡,小,红色,102.392783,36.307511,30.0,9.0,80.0,,,"降雨,人为因素",,0
632123010254,蒲台乡东台村滑坡（LD06）,青海省,海东市,乐都区,滑坡,未分级,橙色,102.705886,36.606911,52.0,0.0,150.0,,,"地震,降雨,人为因素",,0
632123010263,洪水镇上王家村潜在崩塌（LD39）,青海省,海东市,乐都区,崩塌,未分级,蓝色,102.537222,36.400833,23.0,5.0,45.0,,,"地震,降雨,人为因素",,0
632123010272,下营乡塔春拉尕趟西滑坡（LD037）,青海省,海东市,乐都区,滑坡,小,红色,102.116417,36.377611,78.0,20.0,65.0,,,"地震,降雨",,0
632123010279,蒲台乡中岭村西侧滑坡(LD02),青海省,海东市,乐都区,滑坡,未分级,蓝色,102.427556,36.291972,39.0,0.0,120.0,,,"地震,降雨,人为因素",,0
632123010286,瞿昙镇杨家村沈家口子滑坡（LD22）,青海省,海东市,乐都区,滑坡,小,未定级,102.378611,36.336667,408.0,96.0,900.0,,,"降雨,人为因素",,0
632123010289,瞿昙镇盛家村滑坡,青海省,海东市,乐都区,滑坡,未分级,未定级,102.349333,36.370003,0.0,0.0,0.0,,,,,0
632123010301,寿乐镇马家湾村四社毛毛沟滑坡（LD09）,青海省,海东市,乐都区,滑坡,未分级,未定级,102.408333,36.541667,25.0,5.0,70.0,,,"地震,河流侵蚀,切坡,地下采掘",,0
632123010314,城台乡山城村十四社杨家台滑坡LD59,青海省,海东市,乐都区,滑坡,未分级,未定级,102.265556,36.415,23.0,0.0,70.0,,,"地震,降雨,人为因素",,0
632123010315,高庙镇李家东山坡滑坡（LD32）,青海省,海东市,乐都区,滑坡,小,未定级,102.4665,36.470556,56.0,14.0,140.0,,,"地震,降雨,人为因素",,0
632123020016,中岭乡梅家洼村刚家洼崩塌（LD14）,青海省,海东市,乐都区,崩塌,小,红色,102.505833,36.501861,25.0,0.0,60.0,,,"地震,降雨,人为因素",,0
632123030205,乐都区碾伯镇徐家沙沟村泥石流LD34,青海省,海东市,乐都区,泥石流,未分级,蓝色,102.422944,36.493278,122.0,0.0,380.0,,,降雨,,0
632123030206,瞿昙镇浪上村拦隆沟泥石流LD55,青海省,海东市,乐都区,泥石流,未分级,未定级,102.257339,36.308028,450.0,0.0,800.0,,,人为因素,,0
632123030207,瞿昙镇盛家村圈沟泥石流LD57,青海省,海东市,乐都区,泥石流,未分级,未定级,102.340581,36.375886,128.0,0.0,450.0,,,"人为因素,降雨,地震",,0
632123030208,瞿昙镇中庄村寺儿沟泥石流LD59,青海省,海东市,乐都区,泥石流,未分级,未定级,102.368056,36.310833,155.0,0.0,456.0,,,"降雨,人为因素",,0
632123030209,瞿昙镇中庄村杨家脑沟泥石流LD60,青海省,海东市,乐都区,泥石流,未分级,红色,102.370806,36.317258,320.0,0.0,800.0,,,"降雨,人为因素",,0
632123030210,碱沟泥石流LD64,青海省,海东市,乐都区,泥石流,未分级,未定级,102.441483,36.458108,450.0,0.0,2000.0,,,"降雨,人为因素",,0
632123030211,洪水镇袁家庄村庙沟泥石流LD62,青海省,海东市,乐都区,泥石流,未分级,黄色,102.530167,36.367778,315.0,0.0,780.0,,,"降雨,人为因素",,0
632123030212,洪水镇吴家庄村石头沟泥石流LD63,青海省,海东市,乐都区,泥石流,未分级,黄色,102.541861,36.397778,120.0,0.0,330.0,,,"降雨,人为因素",,0
632123030213,瞿昙镇浪下村那春沟泥石流LD56,青海省,海东市,乐都区,泥石流,未分级,未定级,102.264206,36.317422,90.0,0.0,388.0,,,"降雨,人为因素",,0
632123030214,沙莫日沟泥石流(XH09),青海省,海东市,循化撒拉族自治县,泥石流,未分级,蓝色,102.433056,35.724167,120.0,0.0,800.0,,,"降雨,人为因素",,0
632123030215,瞿昙镇那能沟泥石流LD58,青海省,海东市,乐都区,泥石流,未分级,未定级,102.336825,36.353019,230.0,0.0,780.0,,,"降雨,人为因素",,0
632123030216,寿乐镇上李家村大小沟泥石流LD54,青海省,海东市,乐都区,泥石流,未分级,未定级,102.38875,36.588833,122.0,0.0,203.0,,,"地震,降雨,人为因素",,0
632123030217,瞿昙镇阳坡村塌麻沟泥石流LD61,青海省,海东市,乐都区,泥石流,未分级,未定级,102.375833,36.308458,125.0,0.0,360.0,,,"降雨,人为因素",,0
632123030218,碾伯镇沈家村大沟泥石流LD44,青海省,海东市,乐都区,泥石流,未分级,未定级,102.390667,36.464444,133.0,0.0,360.0,,,"地震,降雨",,0
632123030236,洪水大寨子西山片区泥石流群（LD49）,青海省,海东市,乐都区,泥石流,未分级,未定级,102.529917,36.375944,144.0,36.0,60.0,,,降雨,,0
632123030244,洪水镇马家营探池沟泥石流（LD46）,青海省,海东市,乐都区,泥石流,未分级,蓝色,102.552222,36.416667,40.0,10.0,35.0,,,,,0
632123030257,瞿昙镇新联村瞿昙寺后山小草沟泥石流(LD29),青海省,海东市,乐都区,泥石流,未分级,未定级,102.296389,36.358333,40.0,0.0,160.0,,,"降雨,人为因素",,0
632123030272,寿乐镇王佛寺村二、五社瓦窑沟泥石流（LD10）,青海省,海东市,乐都区,泥石流,未分级,未定级,102.405556,36.571944,27.0,5.0,70.0,,,暴雨/强降雨,,0
632123030302,达拉乡前半沟不大沟泥石流（LD48）,青海省,海东市,乐都区,泥石流,未分级,蓝色,102.203333,36.588889,19.0,6.0,10.0,,,降雨,,0
632123030318,峰堆乡李庄红沟泥石流（LD23）,青海省,海东市,乐都区,泥石流,未分级,蓝色,102.328333,36.412222,19.0,5.0,50.0,,,"降雨,人为因素",,0
632123030337,马营乡脑庄药水沟泥石流（LD045）,青海省,海东市,乐都区,泥石流,未分级,未定级,102.597667,36.500278,40.0,10.0,60.0,,,降雨,,0
632123030338,高庙镇白崖河松沟泥石流（LD31）,青海省,海东市,乐都区,泥石流,未分级,未定级,102.611028,36.427722,180.0,41.0,400.0,,,"人为因素,降雨",,0
632123030351,高庙镇长里村五马沟泥石流（LD04）,青海省,海东市,乐都区,泥石流,未分级,未定级,102.465861,36.487778,56.0,10.0,140.0,,,"暴雨/强降雨,冰雪融水",,0
632123030372,岗沟街道办晁家岔岔沟泥石流（LD044）,青海省,海东市,乐都区,泥石流,未分级,未定级,102.381194,36.416056,64.0,16.0,45.0,,,降雨,,0
632123030375,岗沟街道办赵家村一、二、三社水槽沟泥石流（LD03）,青海省,海东市,乐都区,泥石流,未分级,未定级,102.566389,36.457222,12.0,2.0,40.0,,,"暴雨/强降雨,冰雪融水",,0
632123030408,寿乐镇牛吃水沟泥石流（LD040）,青海省,海东市,乐都区,泥石流,未分级,蓝色,102.395722,36.568167,336.0,0.0,375.0,,,降雨,,0
632126000477,南门峡西山根村2社潜在崩塌,青海省,海东市,互助土族自治县,崩塌,小,蓝色,101.916711,37.010811,18.0,0.0,93.0,,,"地震,降雨,人为因素",,0
632126000481,南门峡老虎沟村五社潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,蓝色,101.870278,36.995556,23.0,0.0,42.0,,,降雨,,0
632126000489,林川乡马场村潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,橙色,102.042306,36.96425,60.0,0.0,131.0,,,降雨,,0
632126000491,林川乡巴扎村潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,红色,101.978611,36.955833,31.0,0.0,74.0,,,降雨,,0
632126000494,林川乡窑庄村5社潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,黄色,102.011372,36.950464,23.0,0.0,104.0,,,"地震,降雨,切坡",,0
632126000499,林川乡包马村1社潜在崩塌,青海省,海东市,互助土族自治县,崩塌,小,未定级,102.032528,36.935794,26.0,4.0,94.0,,,"地震,降雨,切坡",,0
632126000500,林川乡许家村5社潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,未定级,102.042306,36.96425,28.0,0.0,131.0,,,降雨,,0
632126000515,五峰镇纳家村6号潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,未定级,101.878506,36.896156,33.0,0.0,170.0,,,"地震,降雨,切坡",,0
632126000516,五峰镇北沟村5社4号潜在崩塌,青海省,海东市,互助土族自治县,崩塌,小,未定级,101.832464,36.894119,27.0,6.0,80.0,,,"地震,降雨,切坡",,0
632126000519,五峰镇七塔尔村1号潜在崩塌,青海省,海东市,互助土族自治县,崩塌,小,未定级,101.876044,36.880911,24.0,5.0,81.0,,,"地震,降雨,切坡",,0
632126000528,台子乡出路沟村2社潜在崩塌,青海省,海东市,互助土族自治县,崩塌,小,未定级,101.967597,36.927633,49.0,0.0,231.0,,,"地震,降雨,切坡",,0
632126000529,台子乡楼子滩村7社潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,蓝色,101.950083,36.928361,28.0,0.0,66.0,,,"降雨,人为因素",,0
632126000530,台子乡出路沟村1社潜在崩塌,青海省,海东市,互助土族自治县,崩塌,小,未定级,101.966533,36.931553,24.0,0.0,126.0,,,"地震,降雨,切坡",,0
632126000531,台子乡恰卡村潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,未定级,101.906333,36.915528,24.0,0.0,60.0,,,降雨,,0
632126000541,东和乡小桦林村崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,未定级,102.077058,36.939436,63.0,0.0,97.0,,,降雨,,0
632126000545,东和乡宋家庄村崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,未定级,102.05975,36.901972,22.0,0.0,47.0,,,降雨,,0
632126000548,东和乡尕寺加村崩塌,青海省,海东市,互助土族自治县,崩塌,小,蓝色,102.059278,36.895583,42.0,0.0,111.0,,,降雨,,0
632126000573,威远镇安定村潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,蓝色,101.989389,36.822056,40.0,0.0,121.0,,,"降雨,人为因素",,0
632126000574,东沟乡尔开村潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,蓝色,102.075414,36.887508,32.0,0.0,76.0,,,降雨,,0
632126000575,东沟乡昝扎村5社潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,未定级,102.070278,36.87675,55.0,0.0,142.0,,,"降雨,人为因素",,0
632126000593,西山乡邵代村潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,红色,101.826611,36.791333,28.0,0.0,68.0,,,降雨,,0
632126000606,汪家村湛家台潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,未定级,102.075278,36.748333,30.0,0.0,61.0,,,降雨,,0
632126000609,丹麻山城村东山城潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,未定级,102.063056,36.737778,24.0,0.0,62.0,,,降雨,,0
632126000610,丹麻新添堡村东哈家潜在滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,102.056667,36.73,42.0,0.0,68.0,,,"降雨,人为因素",,0
632126000612,丹麻镇岔尔沟门1社潜在滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,蓝色,102.042306,36.96425,36.0,0.0,131.0,,,降雨,,0
632126000717,西山乡张家沟村滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,101.832189,36.81705,29.0,0.0,47.0,,,降雨,,0
632126010225,青海互助县东沟乡洛少村4社滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,102.073389,36.813947,34.0,0.0,137.0,,,"地震,降雨,人为因素",,0
632126010226,互助县威远镇红崖村4社2号滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,黄色,101.913647,36.871289,148.0,0.0,595.0,,,"地震,降雨,人为因素",,0
632126010227,青海互助县西山乡麻莲滩2社滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,橙色,101.817511,36.812436,177.0,0.0,409.0,,,"降雨,人为因素,地震",,0
632126010228,青海省互助县西山乡麻莲滩村4社滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,红色,101.818803,36.809264,114.0,0.0,1164.0,,,"降雨,人为因素,地震",,0
632126010229,青海互助县西山乡王家山滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,黄色,101.864694,36.799639,81.0,0.0,407.0,,,"降雨,人为因素,地震",,0
632126010230,丹麻镇西丹麻村上什达沟滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,102.107556,36.831175,20.0,0.0,70.0,,,"降雨,人为因素,地震",,0
632126010231,丹麻镇桦林村上拉布隆沟滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,102.063056,36.788056,198.0,0.0,410.0,,,"地震,降雨,人为因素",,0
632126010232,互助县丹麻镇索卜沟村哇什达滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,蓝色,102.055378,36.768228,30.0,0.0,70.0,,,"降雨,人为因素,地震",,0
632126010233,互助县丹麻镇索卜沟村张家滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,102.067067,36.763522,77.0,0.0,425.0,,,"降雨,人为因素,地震",,0
632126010234,丹麻镇汪家村西湛家滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,102.063056,36.748611,211.0,0.0,500.0,,,"地震,降雨,人为因素",,0
632126010235,丹麻镇山城村1号滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,102.054167,36.741389,293.0,0.0,720.0,,,"地震,降雨,人为因素",,0
632126010236,台子乡楼子滩村滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,101.967597,36.927633,31.0,0.0,120.0,,,"降雨,人为因素,地震",,0
632126010237,互助县蔡家堡乡马莲滩1社滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,101.800592,36.745778,49.0,0.0,1622.0,,,"降雨,人为因素",,0
632126010238,互助县东山乡大庄村3社滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,101.960497,36.783306,23.0,0.0,179.0,,,"降雨,人为因素,地震",,0
632126010239,青海省互助县东山乡大庄村6社滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,101.965897,36.774217,72.0,0.0,788.0,,,"降雨,人为因素,地震",,0
632126010240,互助县东山乡岔尔沟滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,102.023047,36.742489,28.0,0.0,71.0,,,"降雨,人为因素,地震",,0
632126010241,互助县东山乡大泉村3号滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,101.977964,36.721256,51.0,0.0,95.0,,,"降雨,人为因素,地震",,0
632126010242,互助县东山乡贺尔村1号滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,102.000025,36.709678,30.0,0.0,278.0,,,"降雨,人为因素,地震",,0
632126010243,互助县东山乡大泉村6号滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,101.977281,36.716308,46.0,0.0,199.0,,,"人为因素,降雨,地震",,0
632126010244,哈拉直沟乡毛荷堡滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,102.0275,36.704444,226.0,0.0,560.0,,,"地震,降雨,人为因素,其它",,0
632126010245,互助县哈拉直沟乡毛荷堡村莫家庄滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,102.039361,36.680528,31.0,0.0,117.0,,,"降雨,人为因素,地震",,0
632126010246,青海互助县红崖子沟乡流水沟村3号滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,102.087306,36.670111,35.0,0.0,90.0,,,"降雨,人为因素,地震",,0
632126010247,红崖子沟乡张家村滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,102.086944,36.649167,142.0,0.0,360.0,,,"地震,降雨",,0
632126010248,青海互助县西山乡后山庄1号滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,101.843861,36.84875,96.0,0.0,1333.0,,,"降雨,人为因素,地震",,0
632126010249,青海互助县西山乡后山庄2号滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,101.843861,36.84875,34.0,0.0,1577.0,,,"降雨,人为因素,地震",,0
632126010250,五峰乡陈家台米家庄滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,101.810944,36.834889,115.0,0.0,270.0,,,"地震,降雨,人为因素",,0
632126010251,互助县西山乡郑家山三社1号滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,黄色,101.891278,36.773194,169.0,0.0,483.0,,,"降雨,人为因素,地震",,0
632126010252,青海省互助县塘川镇高羌村1社滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,101.929739,36.762494,32.0,0.0,129.8,,,"降雨,人为因素,地震",,0
632126010253,五十镇北庄村2、3社滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,102.1375,36.701389,110.0,0.0,250.0,,,"地震,降雨,人为因素",,0
632126010254,西山乡刘家沟村上刘家滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,101.8629,36.809778,236.0,0.0,590.0,,,"地震,降雨,人为因素",,0
632126010256,林川乡昝扎村潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,蓝色,101.978764,36.920864,34.0,0.0,42.0,,,降雨,,0
632126010257,五峰镇纳家村2号潜在崩塌,青海省,海东市,互助土族自治县,崩塌,中,未定级,101.876839,36.89925,33.0,10.0,85.64,,,"地震,降雨,切坡",,0
632126010276,威远镇癿尔寺滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,101.930994,36.824092,53.0,0.0,500.0,,,"降雨,人为因素",,0
632126010280,东沟乡沟脑村滑坡,青海省,海东市,互助土族自治县,滑坡,未分级,未定级,102.072222,36.805833,34.0,0.0,64.0,,,降雨,,0
632126010353,塘川镇吉家沟3社滑坡,青海省,海东市,互助土族自治县,滑坡,中,未定级,101.902419,36.842947,20.0,5.0,102.0,,,"地震,降雨,切坡,地下采掘",,0
632126010361,塘川镇朱家口村潜在崩塌,青海省,海东市,互助土族自治县,崩塌,小,黄色,101.898125,36.792969,26.0,0.0,136.0,,,"地震,降雨,切坡",,0
632126020068,台子乡格隆村1社潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,未定级,101.910917,36.927325,91.0,0.0,230.0,,,"地震,降雨,人为因素",,0
632126020069,青海互助县东沟乡石窝村潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,未定级,102.097231,36.885228,45.0,0.0,57.0,,,"地震,人为因素,降雨",,0
632126020070,青海互助县东沟乡年先村2号潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,未定级,102.076067,36.827253,56.0,0.0,100.0,,,"降雨,人为因素,地震",,0
632126020071,青海省互助县丹麻镇索卜沟村潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,未定级,102.058786,36.765028,30.0,0.0,64.0,,,"降雨,人为因素,地震",,0
632126020072,青海互助县五十镇奎浪村潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,未定级,102.174139,36.800961,96.0,0.0,150.0,,,"降雨,人为因素,地震",,0
632126020073,松多乡十八洞村潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,未定级,102.187144,36.714342,30.0,0.0,120.0,,,降雨,,0
632126020074,松多乡哈什村4社潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,未定级,102.191917,36.672722,30.0,0.0,120.0,,,"降雨,人为因素",,0
632126020075,青海互助县东山乡上元保村潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,蓝色,102.016444,36.785144,61.0,0.0,142.0,,,"降雨,人为因素",,0
632126020076,青海互助县威远镇班家湾村潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,未定级,101.933661,36.843283,91.0,0.0,229.0,,,"地震,降雨,人为因素",,0
632126020077,五峰镇五峰寺潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,未定级,101.844028,36.915217,2.0,0.0,300.0,,,降雨,,0
632126020078,松多乡嘎扎寺潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,未定级,102.224186,36.711583,8.0,0.0,200.0,,,"降雨,人为因素",,0
632126020079,台子乡出路沟村六社崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,未定级,101.969878,36.922769,60.0,0.0,150.0,,,"地震,降雨,人为因素",,0
632126020082,五峰镇白多峨村16号崩塌,青海省,海东市,互助土族自治县,崩塌,小,红色,101.852833,36.906006,32.0,9.0,120.0,,,"地震,降雨,切坡",,0
632126020083,五峰镇平峰村18号崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,红色,101.932411,36.866472,96.0,0.0,410.0,,,"降雨,地震",,0
632126020084,五峰镇北沟村7社1号潜在崩塌,青海省,海东市,互助土族自治县,崩塌,小,黄色,101.827242,36.893106,43.0,9.0,115.0,,,"地震,降雨,人为因素",,0
632126020087,五峰镇下马二村2号潜在崩塌,青海省,海东市,互助土族自治县,崩塌,小,未定级,101.828167,36.863314,45.0,0.0,180.0,,,"降雨,地震,切坡",,0
632126020088,五峰镇下马二村5社4号潜在崩塌,青海省,海东市,互助土族自治县,崩塌,小,红色,101.826453,36.860908,30.0,7.0,140.0,,,"地震,降雨,切坡",,0
632126020112,西山乡东山村6社潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,红色,101.874417,36.761389,24.0,0.0,42.0,,,降雨,,0
632126020148,五峰镇仓家村潜在崩塌,青海省,海东市,互助土族自治县,崩塌,未分级,未定级,101.885394,36.859822,26.0,0.0,106.0,,,降雨,,0
632126030183,青海互助县五十镇奎浪村泥石流,青海省,海东市,互助土族自治县,泥石流,未分级,未定级,102.163667,36.800222,208.0,0.0,300.0,,,"降雨,人为因素,地震",,0
632126030184,青海互助县松多乡十八洞村泥石流,青海省,海东市,互助土族自治县,泥石流,未分级,未定级,102.195444,36.715083,42.0,0.0,100.0,,,"降雨,人为因素,地震",,0
632126030191,巴扎乡甘冲沟老仁沟泥石流,青海省,海东市,互助土族自治县,泥石流,未分级,未定级,102.228128,36.7221,20.0,5.0,95.0,,,暴雨/强降雨,,0
632126030242,丹麻镇东丹麻村罗沟泥石流,青海省,海东市,互助土族自治县,泥石流,未分级,未定级,102.113667,36.797694,245.0,0.0,1000.0,,,降雨,,0
632126030274,五十镇寺滩村泥石流,青海省,海东市,互助土族自治县,泥石流,未分级,未定级,102.195194,36.738858,129.0,0.0,320.0,,,降雨,,0
632126030285,松多乡松多村西沟泥石流,青海省,海东市,互助土族自治县,泥石流,未分级,未定级,102.2188,36.728,24.0,6.0,200.0,,,暴雨/强降雨,,0
632127000088,哇加村二社2号滑坡(HL03),青海省,海东市,化隆回族自治县,滑坡,大,蓝色,102.146389,35.8595,66.0,15.0,150.0,,,"地震,降雨",,0
632127000089,昂思多镇尕什加村崩塌(06),青海省,海东市,化隆回族自治县,崩塌,小,蓝色,102.136444,36.179472,40.0,7.0,70.0,,,"地震,降雨",,0
632127000092,哇尔江村熟龙沟泥石流(HL28),青海省,海东市,化隆回族自治县,泥石流,未分级,未定级,101.938167,36.101167,54.0,11.0,110.0,,,"地震,降雨",,0
632127000105,扎巴镇冷扎村潜在滑坡,青海省,海东市,化隆回族自治县,滑坡,未分级,红色,101.946944,36.191667,25.0,5.0,60.0,,,"地震,降雨,切坡",,0
632127000110,扎巴镇扎让村崩塌（21）,青海省,海东市,化隆回族自治县,崩塌,未分级,红色,102.003919,36.172617,62.0,18.0,300.0,,,"降雨,地震,人为因素",,0
632127000133,二塘乡香里胡拉村潜在崩塌,青海省,海东市,化隆回族自治县,崩塌,未分级,未定级,102.2125,36.135278,21.0,4.0,48.0,,,"切坡,降雨,地震",,0
632127000134,二塘乡尕什加村2社不稳定斜坡（HL09）,青海省,海东市,化隆回族自治县,崩塌,小,未定级,102.192778,36.127778,28.0,5.0,50.0,,,"地震,降雨,人为因素",,0
632127000136,巴燕镇上地滩村五社潜在崩塌,青海省,海东市,化隆回族自治县,崩塌,未分级,未定级,102.280611,36.18425,33.0,6.0,135.0,,,"地震,降雨,切坡",,0
632127000137,寺儿沟村不稳定斜坡（HL14）,青海省,海东市,化隆回族自治县,崩塌,小,未定级,102.246389,36.173333,37.0,6.0,60.0,,,"地震,降雨,人为因素",,0
632127000140,上拉干村不稳定斜坡（HL13）,青海省,海东市,化隆回族自治县,崩塌,小,未定级,102.259722,36.1575,44.0,4.0,40.0,,,"地震,降雨,人为因素",,0
632127000141,辛家窑村崩塌（10）,青海省,海东市,化隆回族自治县,崩塌,未分级,未定级,102.241111,36.133889,60.0,0.0,120.0,,,"地震,降雨",,0
632127000142,阿扎卜扎村崩塌（11）,青海省,海东市,化隆回族自治县,崩塌,未分级,未定级,102.263889,36.1375,50.0,15.0,150.0,,,"地震,降雨,人为因素",,0
632127000143,后沟村不稳定斜坡（HL10）,青海省,海东市,化隆回族自治县,崩塌,小,未定级,102.236944,36.135,30.0,5.0,50.0,,,"地震,降雨,人为因素",,0
632127000145,克麻村不稳定斜坡（HL11）,青海省,海东市,化隆回族自治县,崩塌,未分级,蓝色,102.239444,36.123889,66.0,0.0,100.0,,,"地震,降雨,人为因素",,0
632127000146,缠么西侧崩塌（12）,青海省,海东市,化隆回族自治县,崩塌,未分级,红色,102.274167,36.124444,56.0,17.0,150.0,,,"地震,降雨",,0
632127000148,群科镇加洛乎村潜在崩塌,青海省,海东市,化隆回族自治县,崩塌,未分级,蓝色,102.023333,36.0825,30.0,18.0,100.0,,,"地震,降雨",,0
632127000149,卜隆村不稳定斜坡(HL12),青海省,海东市,化隆回族自治县,崩塌,中,红色,102.219167,36.058333,83.0,16.0,160.0,,,"地震,降雨,人为因素",,0
632127000150,巴燕镇下吾具村崩塌（13）,青海省,海东市,化隆回族自治县,崩塌,未分级,蓝色,102.239444,36.108611,45.0,19.0,360.0,,,"地震,降雨,人为因素",,0
632127000152,巴燕镇东上村崩塌（14）,青海省,海东市,化隆回族自治县,崩塌,未分级,红色,102.268611,36.094444,100.0,23.0,600.0,,,"地震,降雨,人为因素",,0
632127000159,牙曲村一社不稳定斜坡(HL01),青海省,海东市,化隆回族自治县,滑坡,小,未定级,102.211694,36.009222,20.0,4.0,40.0,,,"地震,降雨,人为因素",,0
632127000161,谢家滩乡牙合潜在崩塌（06）,青海省,海东市,化隆回族自治县,崩塌,未分级,黄色,102.279722,36.101111,75.0,0.0,100.0,,,"地震,降雨",,0
